Origin,Destination,6E Flight Number,Departure (Local Time),Arrival (Local Time),Via,Days of Operations,Effective From,Effective To
Ahmedabad (AMD),Bengaluru (BLR),823,09:05,11:20,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Bengaluru (BLR),758,12:40,14:50,,"Except Tue, Sun",19-Feb-18,28-Feb-18
Ahmedabad (AMD),Bengaluru (BLR),758,13:00,15:10,,Every Tue,20-Feb-18,27-Feb-18
Ahmedabad (AMD),Bengaluru (BLR),893,17:05,19:15,,Except Tue,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Bengaluru (BLR),893,18:25,20:35,,Every Tue,20-Feb-18,27-Feb-18
Ahmedabad (AMD),Bengaluru (BLR),735,20:10,22:25,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Bengaluru (BLR),996,23:50,02:05,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Mumbai (BOM),6958,05:20,06:40,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Mumbai (BOM),3834,07:45,09:05,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Mumbai (BOM),984,08:55,11:00,,Except Sun,01-Mar-18,24-Mar-18
Ahmedabad (AMD),Mumbai (BOM),984,08:55,11:05,,Every Sun,04-Mar-18,18-Mar-18
Ahmedabad (AMD),Mumbai (BOM),214,09:20,10:40,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Mumbai (BOM),984,09:35,11:05,,Every Sun,25-Feb-18,25-Feb-18
Ahmedabad (AMD),Mumbai (BOM),984,10:25,11:45,,Except Sun,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Mumbai (BOM),403,14:00,15:20,,Except Sun,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Mumbai (BOM),313,18:40,20:05,,Daily,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Mumbai (BOM),313,19:55,20:55,,Daily,01-Mar-18,24-Mar-18
Ahmedabad (AMD),Kolkata (CCU),125,06:40,09:10,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Kolkata (CCU),135,16:10,18:40,,Every Sat,24-Feb-18,24-Feb-18
Ahmedabad (AMD),Kolkata (CCU),135,16:15,18:45,,Except Sat,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Kolkata (CCU),363,22:55,01:30,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Delhi (DEL),6683,04:50,06:20,,Daily,01-Mar-18,24-Mar-18
Ahmedabad (AMD),Delhi (DEL),6683,05:05,06:45,,Daily,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Delhi (DEL),158,06:10,07:50,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Delhi (DEL),962,07:00,08:35,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Delhi (DEL),3492,08:45,10:25,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Delhi (DEL),731,15:35,17:20,,Daily,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Delhi (DEL),162,17:40,19:20,,Daily,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Delhi (DEL),166,20:25,22:05,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Delhi (DEL),728,22:00,23:35,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Goa (GOI),161,13:05,14:55,,Except Sun,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Goa (GOI),947,22:50,00:45,,Daily,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Goa (GOI),947,23:25,01:20,,Daily,01-Mar-18,24-Mar-18
Ahmedabad (AMD),Hyderabad (HYD),879,08:10,10:05,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Hyderabad (HYD),383,15:55,17:40,,Daily,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Hyderabad (HYD),371,19:40,21:25,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Jaipur (JAI),237,19:05,20:30,,Daily,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Jaipur (JAI),237,19:45,20:55,,Daily,01-Mar-18,24-Mar-18
Ahmedabad (AMD),Lucknow (LKO),244,08:35,10:50,,Daily,01-Mar-18,24-Mar-18
Ahmedabad (AMD),Lucknow (LKO),244,09:40,11:50,,Every Sun,25-Feb-18,25-Feb-18
Ahmedabad (AMD),Lucknow (LKO),244,10:05,11:50,,"Except Thu, Fri, Sun",24-Feb-18,28-Feb-18
Ahmedabad (AMD),Lucknow (LKO),627,10:05,11:50,,"Except Sat, Sun",19-Feb-18,23-Feb-18
Ahmedabad (AMD),Chennai (MAA),238,09:55,12:20,,"Except Mon, Tue, Wed",25-Feb-18,04-Mar-18
Ahmedabad (AMD),Chennai (MAA),238,09:55,12:20,,Daily,05-Mar-18,24-Mar-18
Ahmedabad (AMD),Chennai (MAA),238,10:00,12:20,,Except Sun,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Chennai (MAA),856,23:30,01:55,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Pune (PNQ),351,04:40,05:55,,Daily,19-Feb-18,24-Mar-18
Ahmedabad (AMD),Pune (PNQ),202,16:10,17:25,,Except Sat,19-Feb-18,28-Feb-18
Ahmedabad (AMD),Pune (PNQ),674,21:55,23:10,,Daily,19-Feb-18,24-Mar-18
Amritsar (ATQ),Bengaluru (BLR),478,16:20,19:30,,Daily,19-Feb-18,24-Mar-18
Amritsar (ATQ),Mumbai (BOM),448,13:40,16:20,,Daily,19-Feb-18,24-Mar-18
Amritsar (ATQ),Delhi (DEL),525,06:55,08:10,,Except Sat,19-Feb-18,28-Feb-18
Amritsar (ATQ),Delhi (DEL),525,06:55,08:00,,Every Sat,24-Feb-18,24-Mar-18
Amritsar (ATQ),Delhi (DEL),525,06:55,08:10,,Except Sat,01-Mar-18,23-Mar-18
Amritsar (ATQ),Delhi (DEL),637,16:50,18:00,,Daily,19-Feb-18,28-Feb-18
Amritsar (ATQ),Delhi (DEL),637,16:50,17:55,,Daily,01-Mar-18,24-Mar-18
Amritsar (ATQ),Delhi (DEL),895,23:10,00:20,,Daily,19-Feb-18,24-Mar-18
Amritsar (ATQ),Jammu (IXJ),367,13:55,14:50,,Daily,19-Feb-18,24-Mar-18
Amritsar (ATQ),Srinagar (SXR),477,13:25,14:35,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Bengaluru (BLR),157,07:00,08:55,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Bengaluru (BLR),317,10:30,12:40,,Except Tue,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Bengaluru (BLR),317,13:55,16:00,,Every Tue,20-Feb-18,20-Mar-18
Bhubaneswar (BBI),Bengaluru (BLR),492,14:15,16:30,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Bengaluru (BLR),3869,21:00,23:05,,"Except Tue, Sat",19-Feb-18,23-Mar-18
Bhubaneswar (BBI),Bengaluru (BLR),3869,21:00,23:10,,Every Sat,24-Feb-18,24-Mar-18
Bhubaneswar (BBI),Bengaluru (BLR),3869,21:25,23:30,,Every Tue,20-Feb-18,20-Mar-18
Bhubaneswar (BBI),Mumbai (BOM),375,08:45,11:20,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Mumbai (BOM),257,13:05,15:40,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Kolkata (CCU),557,10:20,11:15,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Kolkata (CCU),411,17:50,18:55,,Except Tue,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Kolkata (CCU),411,18:10,19:15,,Every Tue,20-Feb-18,20-Mar-18
Bhubaneswar (BBI),Kolkata (CCU),598,19:50,20:55,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Delhi (DEL),489,05:15,07:45,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Delhi (DEL),256,09:45,12:20,,Except Thu,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Delhi (DEL),646,16:20,19:00,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Delhi (DEL),314,18:30,20:55,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Delhi (DEL),5405,21:40,00:20,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Hyderabad (HYD),342,10:00,11:40,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Hyderabad (HYD),631,11:55,13:35,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Hyderabad (HYD),969,15:15,16:55,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Hyderabad (HYD),265,19:25,21:00,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Chennai (MAA),182,12:15,14:15,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Chennai (MAA),756,14:50,16:25,,Daily,19-Feb-18,24-Mar-18
Bhubaneswar (BBI),Visakhapatnam (VTZ),512,13:25,14:25,,Daily,19-Feb-18,24-Mar-18
Vadodara (BDQ),Mumbai (BOM),568,08:05,09:05,,Daily,19-Feb-18,24-Mar-18
Vadodara (BDQ),Mumbai (BOM),446,17:10,18:15,,Daily,19-Feb-18,24-Mar-18
Vadodara (BDQ),Delhi (DEL),3591,07:15,08:40,,Daily,19-Feb-18,24-Mar-18
Vadodara (BDQ),Delhi (DEL),6512,16:15,17:50,,Daily,19-Feb-18,24-Mar-18
Vadodara (BDQ),Delhi (DEL),488,21:00,22:35,,Daily,19-Feb-18,24-Mar-18
Bangkok (BKK),Kolkata (CCU),78,02:05,03:25,,Daily,19-Feb-18,24-Mar-18
Bangkok (BKK),Kolkata (CCU),76,15:45,16:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Ahmedabad (AMD),6779,02:40,04:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Ahmedabad (AMD),586,06:30,08:35,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Ahmedabad (AMD),287,10:00,12:10,,Except Sun,19-Feb-18,28-Feb-18
Bengaluru (BLR),Ahmedabad (AMD),369,14:25,16:35,,Except Tue,19-Feb-18,28-Feb-18
Bengaluru (BLR),Ahmedabad (AMD),369,15:45,17:55,,Every Tue,20-Feb-18,27-Feb-18
Bengaluru (BLR),Ahmedabad (AMD),452,17:30,19:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Amritsar (ATQ),477,10:00,12:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Bhubaneswar (BBI),312,08:00,10:00,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Bhubaneswar (BBI),165,09:40,11:35,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Bhubaneswar (BBI),312,11:15,13:20,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Bhubaneswar (BBI),823,11:50,13:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Bhubaneswar (BBI),411,15:25,17:20,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Bhubaneswar (BBI),411,15:45,17:40,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Mumbai (BOM),456,05:05,06:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),482,06:10,07:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),424,07:10,08:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),464,09:20,11:05,,Except Sun,19-Feb-18,26-Feb-18
Bengaluru (BLR),Mumbai (BOM),464,09:20,11:05,,Every Sun,25-Feb-18,18-Mar-18
Bengaluru (BLR),Mumbai (BOM),464,09:20,11:05,,Except Sun,27-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),346,10:20,12:05,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),414,12:20,14:05,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Mumbai (BOM),414,12:50,14:35,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),6128,14:50,16:35,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),361,15:35,17:20,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),5449,17:55,19:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),566,19:35,21:30,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),3794,21:30,23:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mumbai (BOM),849,23:20,00:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),3514,05:05,08:10,,Every Tue,20-Feb-18,20-Feb-18
Bengaluru (BLR),Kolkata (CCU),713,05:10,07:40,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),339,06:10,08:40,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),3512,07:05,09:25,,"Except Tue, Sun",19-Feb-18,26-Feb-18
Bengaluru (BLR),Kolkata (CCU),344,08:35,11:10,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),874,09:50,12:25,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),433,10:50,13:20,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),172,12:15,14:50,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Kolkata (CCU),172,12:20,14:50,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),997,14:40,17:20,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),714,18:10,20:40,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),676,19:15,21:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kolkata (CCU),529,22:50,01:20,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Coimbatore (CJB),354,08:05,09:10,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Coimbatore (CJB),317,13:10,14:00,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Coimbatore (CJB),317,16:40,17:40,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Coimbatore (CJB),354,19:40,20:30,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Colombo (CMB),1205,17:55,19:30,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kochi (COK),536,06:30,07:35,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kochi (COK),413,08:45,10:10,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kochi (COK),425,11:10,12:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kochi (COK),407,12:50,13:55,,Every Sat,24-Feb-18,24-Mar-18
Bengaluru (BLR),Kochi (COK),407,13:00,14:05,,"Except Tue, Sat",19-Feb-18,23-Mar-18
Bengaluru (BLR),Kochi (COK),348,16:05,17:10,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kochi (COK),6965,19:10,20:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kochi (COK),348,19:50,20:55,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Kochi (COK),316,21:35,22:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Kochi (COK),6505,22:20,23:25,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Dehradun (DED),3512,07:05,10:00,,Every Sun,25-Feb-18,18-Mar-18
Bengaluru (BLR),Dehradun (DED),911,13:15,16:00,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),475,04:00,06:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),132,05:35,08:20,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Delhi (DEL),132,06:00,08:45,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),6228,07:05,09:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),367,08:25,11:20,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),943,10:20,13:00,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),108,10:30,13:20,,Every Sat,24-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),6065,12:30,15:25,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),246,13:05,15:55,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),978,14:35,17:25,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),3988,17:00,19:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),783,18:25,21:20,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),808,19:00,21:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),6726,20:00,22:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),305,21:10,00:10,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Delhi (DEL),305,21:15,00:10,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),289,22:10,01:00,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Delhi (DEL),484,23:05,01:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Dubai (DXB),95,07:10,09:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Guwahati (GAU),457,06:55,09:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Guwahati (GAU),119,15:30,18:25,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Goa (GOI),194,06:20,07:35,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Goa (GOI),345,12:55,14:10,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Goa (GOI),279,18:20,19:30,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Goa (GOI),6236,23:10,00:30,,Daily,19-Feb-18,23-Mar-18
Bengaluru (BLR),Goa (GOI),6236,23:10,00:25,,Every Sat,24-Mar-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),602,05:15,06:40,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),266,06:10,07:25,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),186,07:40,08:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),328,08:20,09:30,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),526,10:05,11:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),262,12:05,13:15,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),262,12:05,13:20,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Hyderabad (HYD),466,15:40,16:50,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Hyderabad (HYD),466,16:15,17:20,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),684,16:55,18:10,,Except Thu,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),638,17:45,18:55,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),855,18:50,20:00,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),149,20:30,21:40,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),412,22:30,23:40,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Hyderabad (HYD),497,23:30,00:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Indore (IDR),811,05:15,07:10,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Indore (IDR),287,10:00,12:10,,Except Sun,01-Mar-18,24-Mar-18
Bengaluru (BLR),Indore (IDR),369,14:25,16:35,,Except Tue,01-Mar-18,24-Mar-18
Bengaluru (BLR),Indore (IDR),369,15:45,17:50,,Every Tue,06-Mar-18,20-Mar-18
Bengaluru (BLR),Chandigarh (IXC),3514,04:40,07:45,,Every Tue,27-Feb-18,20-Mar-18
Bengaluru (BLR),Chandigarh (IXC),3512,07:05,10:10,,"Except Tue, Sun",28-Feb-18,24-Mar-18
Bengaluru (BLR),Mangalore (IXE),6724,05:40,06:30,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mangalore (IXE),902,14:55,15:45,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Mangalore (IXE),902,15:15,16:05,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Mangalore (IXE),875,20:30,21:20,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Madurai (IXM),912,19:45,20:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Ranchi (IXR),822,06:50,09:10,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Jaipur (JAI),164,00:20,02:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Jaipur (JAI),641,06:05,08:30,,Daily,19-Feb-18,03-Mar-18
Bengaluru (BLR),Jaipur (JAI),641,06:05,08:10,,Every Sun,04-Mar-18,04-Mar-18
Bengaluru (BLR),Jaipur (JAI),641,06:05,08:30,,Daily,05-Mar-18,24-Mar-18
Bengaluru (BLR),Jaipur (JAI),469,17:15,19:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Lucknow (LKO),903,05:20,07:55,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Lucknow (LKO),6903,10:20,13:00,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Lucknow (LKO),163,11:10,13:40,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Lucknow (LKO),847,18:30,21:00,,Daily,19-Feb-18,28-Feb-18
Bengaluru (BLR),Lucknow (LKO),847,18:30,20:40,,Daily,01-Mar-18,24-Mar-18
Bengaluru (BLR),Chennai (MAA),233,06:20,07:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Chennai (MAA),196,07:30,08:35,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Chennai (MAA),541,09:20,10:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Chennai (MAA),389,12:25,13:20,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Chennai (MAA),237,14:35,15:35,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Chennai (MAA),729,19:55,20:55,,Daily,20-Feb-18,24-Mar-18
Bengaluru (BLR),Chennai (MAA),729,20:00,20:55,,Every Mon,19-Feb-18,19-Feb-18
Bengaluru (BLR),Nagpur (NAG),509,06:05,07:45,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Nagpur (NAG),356,11:55,13:35,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Nagpur (NAG),356,14:25,16:05,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Patna (PAT),897,06:15,08:50,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Patna (PAT),897,08:30,11:00,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Patna (PAT),485,11:45,14:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Pune (PNQ),445,00:10,01:35,,Daily,20-Feb-18,24-Mar-18
Bengaluru (BLR),Pune (PNQ),408,05:25,06:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Pune (PNQ),6104,09:40,11:10,,Except Sat,19-Feb-18,23-Mar-18
Bengaluru (BLR),Pune (PNQ),287,10:55,12:30,,Every Sun,25-Feb-18,18-Mar-18
Bengaluru (BLR),Pune (PNQ),528,17:05,18:30,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Pune (PNQ),426,20:25,21:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Pune (PNQ),232,22:50,00:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Rajahmundry (RJA),7121,10:45,12:30,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Singapore (SIN),73,21:20,04:30,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Tirupati (TIR),7107,09:30,10:30,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Tirupati (TIR),7114,15:40,16:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Thiruvananthapuram (TRV),873,05:55,07:10,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Thiruvananthapuram (TRV),379,08:55,10:15,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Thiruvananthapuram (TRV),527,13:40,14:55,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Thiruvananthapuram (TRV),126,19:35,20:50,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Thiruvananthapuram (TRV),463,20:10,21:20,,Except Sun,19-Feb-18,26-Feb-18
Bengaluru (BLR),Thiruvananthapuram (TRV),463,20:10,21:20,,Every Sun,25-Feb-18,18-Mar-18
Bengaluru (BLR),Thiruvananthapuram (TRV),463,20:10,21:20,,Except Sun,27-Feb-18,24-Mar-18
Bengaluru (BLR),Vijayawada (VGA),7204,10:00,11:35,,Daily,02-Mar-18,24-Mar-18
Bengaluru (BLR),Varanasi (VNS),178,17:45,20:10,,Except Tue,19-Feb-18,24-Mar-18
Bengaluru (BLR),Varanasi (VNS),178,18:10,20:35,,Every Tue,20-Feb-18,20-Mar-18
Bengaluru (BLR),Visakhapatnam (VTZ),288,05:50,07:20,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Visakhapatnam (VTZ),438,17:30,19:00,,Daily,19-Feb-18,24-Mar-18
Bengaluru (BLR),Visakhapatnam (VTZ),622,19:05,20:40,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Ahmedabad (AMD),213,07:35,08:50,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Ahmedabad (AMD),181,12:15,13:30,,Except Sun,19-Feb-18,28-Feb-18
Mumbai (BOM),Ahmedabad (AMD),215,16:30,17:50,,Daily,19-Feb-18,28-Feb-18
Mumbai (BOM),Ahmedabad (AMD),215,17:45,19:25,,Daily,01-Mar-18,24-Mar-18
Mumbai (BOM),Ahmedabad (AMD),361,17:55,19:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Ahmedabad (AMD),639,19:50,21:05,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Ahmedabad (AMD),6433,21:05,22:15,,Daily,19-Feb-18,28-Feb-18
Mumbai (BOM),Ahmedabad (AMD),6433,21:45,22:55,,Daily,01-Mar-18,24-Mar-18
Mumbai (BOM),Amritsar (ATQ),453,10:45,13:10,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bhubaneswar (BBI),533,10:20,12:35,,Daily,19-Feb-18,24-Mar-18
Mumbai (BOM),Bhubaneswar (BBI),598,16:55,19:20,,Daily,19-Feb-18,24-Mar-18
